tx_id,account_id,amount,currency,amount_usd,date,status,is_compliant,scenario_rule,rule_ids,counterparty_id,counterparty_country,tx_type,description
T0306,A0008,162.59,USD,162.59,2024-07-13,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_078,TR,cash_withdrawal,Velocity burst tx (6/14)
T0307,A0008,1460.40,USD,1460.40,2024-07-13,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_042,DE,cash_withdrawal,Velocity burst tx (7/14)
T0308,A0008,1642.08,USD,1642.08,2024-07-13,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_035,AU,transfer,Velocity burst tx (8/14)
T0309,A0008,192.41,USD,192.41,2024-07-13,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_080,GB,cash_withdrawal,Velocity burst tx (9/14)
T0310,A0008,1415.75,USD,1415.75,2024-07-13,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_048,AE,card_payment,Velocity burst tx (10/14)
T0311,A0008,1872.44,USD,1872.44,2024-07-13,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_008,TR,wire,Velocity burst tx (11/14)
T0312,A0008,111.88,USD,111.88,2024-07-13,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_064,US,cash_withdrawal,Velocity burst tx (12/14)
T0313,A0008,1549.50,USD,1549.50,2024-07-13,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_026,AE,cash_withdrawal,Velocity burst tx (13/14)
T0314,A0008,1986.07,USD,1986.07,2024-07-13,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_051,TR,cash_withdrawal,Velocity burst tx (14/14)
T0451,A0055,3107.92,USD,3107.92,2024-07-13,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_084,NL,card_payment,Normal compliant tx (negative class)
T0045,A0048,7126.32,USD,7126.32,2024-07-15,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_044,IT,transfer,AML-scenario tx (target USD=7126.32)
T0139,A0092,9504.04,USD,9504.04,2024-07-15,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_012,AE,wire,Isolated near-threshold tx (not structuring)
T0334,A0095,1373.56,USD,1373.56,2024-07-15,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_086,IT,card_payment,Compliant low-velocity cluster (1/4)
T0335,A0095,141.42,USD,141.42,2024-07-15,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_067,CA,cash_deposit,Compliant low-velocity cluster (2/4)
T0336,A0095,1359.12,USD,1359.12,2024-07-15,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_088,GB,card_payment,Compliant low-velocity cluster (3/4)
T0337,A0095,1407.80,USD,1407.80,2024-07-15,completed,true,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_043,GB,cash_withdrawal,Compliant low-velocity cluster (4/4)
T0155,A0077,4279.19,USD,4279.19,2024-07-17,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_07,AF,card_payment,Sanctioned-CP tx
T0434,A0018,1510.25,USD,1510.25,2024-07-17,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_033,JP,cash_deposit,Normal compliant tx (negative class)
T0178,A0046,14481.26,USD,14481.26,2024-07-18,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_033,JP,wire,Normal-CP tx in sanctions scenario
T0291,A0066,12546.75,EUR,13550.49,2024-07-18,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_073,VE,transfer,EDD applied: enhanced verification complete
T0016,A0060,70635.40,USD,70635.40,2024-07-19,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_062,BR,transfer,AML-scenario tx (target USD=70635.40)
T0041,A0093,2158.64,USD,2158.64,2024-07-19,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_049,AE,card_payment,AML-scenario tx (target USD=2158.64)
T0125,A0082,9530.07,USD,9530.07,2024-07-20,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_017,IT,cash_deposit,Isolated near-threshold tx (not structuring)
T0036,A0040,64944.76,USD,64944.76,2024-07-21,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_062,BR,cash_withdrawal,AML-scenario tx (target USD=64944.76)
T0425,A0062,3618.46,USD,3618.46,2024-07-21,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_004,TR,cash_withdrawal,Normal compliant tx (negative class)
T0187,A0009,1406.10,USD,1406.10,2024-07-22,completed,true,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_062,BR,wire,Normal-CP tx in sanctions scenario
T0354,A0098,12823.05,USD,12823.05,2024-07-23,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_043,GB,wire,Reactivation after long dormancy
T0113,A0001,8612.15,EUR,9301.12,2024-07-25,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_029,KZ,transfer,Isolated near-threshold tx (not structuring)
T0243,A0080,9186.85,USD,9186.85,2024-07-26,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_062,BR,card_payment,Tx within KYC validity window
T0481,A0064,3120.78,EUR,3370.44,2024-07-26,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_084,NL,wire,Normal compliant tx (negative class)
T0296,A0089,7667.11,USD,7667.11,2024-07-27,completed,true,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_047,MM,transfer,EDD applied: enhanced verification complete
T0372,A0068,6203.93,GBP,7878.99,2024-07-29,completed,true,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_006,AU,card_payment,Tx within normal activity window
T0067,A0029,1972.17,EUR,2129.94,2024-07-30,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_081,FR,cash_deposit,AML-scenario tx (target USD=2129.94)
T0279,A0032,3858.74,GBP,4900.60,2024-07-30,completed,true,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_076,SY,wire,EDD applied: enhanced verification complete
T0026,A0085,39476.28,GBP,50134.87,2024-07-31,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_005,AU,cash_deposit,AML-scenario tx (target USD=50134.87)
T0126,A0045,9814.22,USD,9814.22,2024-07-31,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_088,GB,wire,Isolated near-threshold tx (not structuring)
T0499,A0050,3582.20,USD,3582.20,2024-08-01,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_059,US,wire,Normal compliant tx (negative class)
T0065,A0005,7495.87,USD,7495.87,2024-08-02,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_007,IT,transfer,AML-scenario tx (target USD=7495.87)
T0206,A0039,6205.87,USD,6205.87,2024-08-03,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_043,GB,wire,Tx after KYC expiry
T0270,A0079,4249.15,USD,4249.15,2024-08-03,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_073,VE,cash_deposit,no EDD applied
T0367,A0080,11683.12,USD,11683.12,2024-08-04,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_071,AE,cash_withdrawal,Reactivation after long dormancy
T0393,A0068,1574.80,GBP,2000.00,2024-08-04,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_041,JP,cash_withdrawal,Round-amount SB cluster (3/4)
T0033,A0073,26508.53,USD,26508.53,2024-08-05,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_087,US,wire,AML-scenario tx (target USD=26508.53)
T0047,A0080,7906.44,USD,7906.44,2024-08-05,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_037,FR,cash_withdrawal,AML-scenario tx (target USD=7906.44)
T0071,A0091,229.94,EUR,248.34,2024-08-07,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_044,IT,wire,AML-scenario tx (target USD=248.34)
T0230,A0008,7347.61,USD,7347.61,2024-08-07,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_088,GB,transfer,Tx within KYC validity window
T0390,A0035,817.14,GBP,1037.77,2024-08-08,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_041,JP,cash_withdrawal,Tx within normal activity window
T0110,A0057,9344.83,USD,9344.83,2024-08-09,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_057,ES,cash_deposit,Structuring cluster member (2/2)
T0164,A0037,19196.36,USD,19196.36,2024-08-09,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_02,MM,cash_withdrawal,Sanctioned-CP tx
T0277,A0096,15412.09,EUR,16645.06,2024-08-09,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_015,IR,card_payment,EDD applied: enhanced verification complete
T0380,A0004,2095.04,EUR,2262.64,2024-08-09,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_087,US,transfer,Tx within normal activity window
T0394,A0068,2362.20,GBP,3000.00,2024-08-10,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_085,TR,cash_deposit,Round-amount SB cluster (4/4)
T0456,A0020,4503.59,USD,4503.59,2024-08-10,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_056,BR,transfer,Normal compliant tx (negative class)
T0469,A0019,1493.10,USD,1493.10,2024-08-10,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_089,JP,wire,Normal compliant tx (negative class)
T0391,A0068,1574.80,GBP,2000.00,2024-08-11,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_086,IT,card_payment,Round-amount SB cluster (1/4)
T0392,A0068,7874.02,GBP,10000.00,2024-08-11,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_028,KZ,wire,Round-amount SB cluster (2/4)
T0141,A0079,9415.50,USD,9415.50,2024-08-12,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_03,MM,cash_withdrawal,Sanctioned-CP tx
T0464,A0079,1595.58,USD,1595.58,2024-08-12,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_037,FR,cash_deposit,Normal compliant tx (negative class)
T0004,A0029,42314.15,EUR,45699.28,2024-08-13,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_037,FR,cash_withdrawal,AML-scenario tx (target USD=45699.28)
T0040,A0093,64134.53,USD,64134.53,2024-08-13,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_067,CA,transfer,AML-scenario tx (target USD=64134.53)
T0109,A0057,9215.35,USD,9215.35,2024-08-13,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_057,ES,wire,Structuring cluster member (1/2)
T0173,A0068,2538.65,GBP,3224.08,2024-08-13,completed,true,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_058,AU,transfer,Normal-CP tx in sanctions scenario
T0248,A0087,3507.72,USD,3507.72,2024-08-13,completed,true,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_027,US,wire,Tx within KYC validity window
T0330,A0065,1519.24,EUR,1640.78,2024-08-14,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_032,JP,card_payment,Compliant low-velocity cluster (1/2)
T0331,A0065,1088.96,EUR,1176.08,2024-08-14,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_043,GB,cash_deposit,Compliant low-velocity cluster (2/2)
T0454,A0024,4797.52,USD,4797.52,2024-08-14,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_044,IT,cash_deposit,Normal compliant tx (negative class)
T0038,A0089,74524.98,USD,74524.98,2024-08-15,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_040,DE,wire,AML-scenario tx (target USD=74524.98)
T0152,A0029,3977.93,EUR,4296.16,2024-08-15,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_03,MM,wire,Sanctioned-CP tx
T0382,A0011,2773.95,GBP,3522.92,2024-08-15,completed,true,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_085,TR,wire,Tx within normal activity window
T0013,A0045,28384.53,USD,28384.53,2024-08-16,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_001,GB,card_payment,AML-scenario tx (target USD=28384.53)
T0035,A0070,68701.26,EUR,74197.36,2024-08-16,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_048,AE,cash_withdrawal,AML-scenario tx (target USD=74197.36)
T0257,A0069,6509286.36,KZT,14320.43,2024-08-16,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_073,VE,cash_withdrawal,no EDD applied
T0271,A0072,4884.91,USD,4884.91,2024-08-16,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_047,MM,cash_deposit,no EDD applied
T0477,A0016,824409.09,KZT,1813.70,2024-08-16,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_043,GB,transfer,Normal compliant tx (negative class)
T0232,A0096,2613.81,EUR,2822.91,2024-08-17,completed,true,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_074,AE,cash_withdrawal,Tx within KYC validity window
T0196,A0004,5845.04,EUR,6312.64,2024-08-18,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_044,IT,cash_withdrawal,Tx after KYC expiry
T0123,A0068,7397.93,GBP,9395.37,2024-08-19,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_012,AE,cash_deposit,Isolated near-threshold tx (not structuring)
T0150,A0066,876.53,EUR,946.65,2024-08-19,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_06,MM,transfer,Sanctioned-CP tx
T0188,A0026,3741863.64,KZT,8232.10,2024-08-19,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_006,AU,card_payment,Normal-CP tx in sanctions scenario
T0496,A0094,1374.04,USD,1374.04,2024-08-19,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_022,CA,wire,Normal compliant tx (negative class)
T0118,A0003,9920.24,USD,9920.24,2024-08-20,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_062,BR,card_payment,Isolated near-threshold tx (not structuring)
T0430,A0078,3727.30,GBP,4733.67,2024-08-20,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_071,AE,card_payment,Normal compliant tx (negative class)
T0219,A0074,793.26,USD,793.26,2024-08-21,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_079,RU,wire,Tx after KYC expiry
T0077,A0070,7919.55,EUR,8553.11,2024-08-22,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_011,AU,card_payment,AML-scenario tx (target USD=8553.11)
T0130,A0083,9245.88,EUR,9985.55,2024-08-22,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_087,US,cash_deposit,Isolated near-threshold tx (not structuring)
T0195,A0044,5227.46,USD,5227.46,2024-08-22,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_026,AE,wire,Tx after KYC expiry
T0457,A0019,733.67,USD,733.67,2024-08-22,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_034,IT,transfer,Normal compliant tx (negative class)
T0120,A0038,7405.22,GBP,9404.63,2024-08-23,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_017,IT,transfer,Isolated near-threshold tx (not structuring)
T0401,A0047,10000.00,USD,10000.00,2024-08-23,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_026,AE,cash_withdrawal,Round-amount SB cluster (3/4)
T0148,A0072,16265.58,USD,16265.58,2024-08-24,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_07,AF,transfer,Sanctioned-CP tx
T0377,A0087,6787.83,USD,6787.83,2024-08-24,completed,true,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_074,AE,wire,Tx within normal activity window
T0253,A0006,3172.21,USD,3172.21,2024-08-25,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_009,AF,cash_withdrawal,no EDD applied
T0400,A0047,1000.00,USD,1000.00,2024-08-26,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_078,TR,card_payment,Round-amount SB cluster (2/4)
T0395,A0070,4629.63,EUR,5000.00,2024-08-27,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_089,JP,cash_deposit,Round-amount SB cluster (1/4)
T0402,A0047,2000.00,USD,2000.00,2024-08-27,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_060,JP,wire,Round-amount SB cluster (4/4)
T0421,A0008,130.22,USD,130.22,2024-08-27,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_017,IT,wire,Normal compliant tx (negative class)
T0220,A0042,6012.06,EUR,6493.02,2024-08-28,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_063,AU,transfer,Tx after KYC expiry
T0396,A0070,2777.78,EUR,3000.00,2024-08-28,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_083,SG,cash_withdrawal,Round-amount SB cluster (2/4)
